	Sample	FileType	ARG	query-start	query-end	read_id	predicted_ARG-class	best-hit	probability	identity	alignment-length	alignment-bitscore	alignment-evalue	counts	In_CARD
Tub.58-k141_372839_2-1..123	Tub.58	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	123	k141_372839_2	aminoglycoside	undefined	0.292638435	50.4	123	121	1.43e-36	1	NA
Tub.34-k141_96364_2-8..78	Tub.34	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	78	k141_96364_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.907569824	52.8	72	65.9	1.52e-14	1	NA
Tub.12-k141_248382_1-41..224	Tub.12	Potential	MTRA	41	224	k141_248382_1	aminoglycoside	undefined	0.433998235	51.6	186	184	2.48e-59	1	NA
Tub.12-k141_248382_1-41..224	Tub.12	Potential_loser	MTRA	41	224	k141_248382_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.27598859	51.6	186	184	2.48e-59	1	NA
Tub.10-k141_101662_1-116..609	Tub.10	Probable	MULTIDRUG_ABC_TRANSPORTER	116	609	k141_101662_1	multidrug	gi:917203192:ref:WP_051809904.1:|FEATURES|multidrug_ABC_transporter|multidrug|multidrug_ABC_transporter	0.99276817	64.4	497	597	3.75e-211	1	NA
Tub.58-k141_403841_1-16..512	Tub.58	Probable	EMRB	16	512	k141_403841_1	multidrug	gi:917770481:ref:WP_052284485.1:|FEATURES|emrB|multidrug|emrB	0.906024216	50.4	500	482	1.40e-167	1	NA
Tub.58-k141_208949_1-1..136	Tub.58	Probable	GOLS	1	136	k141_208949_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996023832	54.4	136	144	2.91e-45	1	NA
Tub.104-k141_583674_1-5..208	Tub.104	Potential	MTRA	5	208	k141_583674_1	aminoglycoside	undefined	0.523246342	72.5	204	298	4.68e-104	1	NA
Tub.104-k141_583674_1-5..208	Tub.104	Potential_loser	MTRA	5	208	k141_583674_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.270591577	72.5	204	298	4.68e-104	1	NA
Tub.88-k141_416699_7-2..128	Tub.88	Probable	GOLS	2	128	k141_416699_7	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996298075	55.1	127	139	1.86e-43	1	NA
Tub.51-k141_311664_1-12..402	Tub.51	Probable	ROSA	12	402	k141_311664_1	fosmidomycin	YP_001401993|FEATURES|rosA|fosmidomycin|rosA	0.99864006	62.8	393	473	2.57e-167	1	NA
Tub.4-k141_430811_3-38..210	Tub.4	Probable	CAMP-REGULATORY_PROTEIN	38	210	k141_430811_3	unclassified	gi:490367208:ref:WP_004246872.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.995420394	64.7	173	238	7.23e-81	1	NA
Tub.94-k141_115666_2-11..562	Tub.94	Probable	ROSB	11	562	k141_115666_2	fosmidomycin	gi:896190680:ref:WP_049199932.1:|FEATURES|rosB|fosmidomycin|rosB	0.9999419	53.2	564	535	1.67e-186	1	NA
Tub.83-k141_450803_16-7..78	Tub.83	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_450803_16	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.868136625	52.1	73	78.2	2.47e-19	1	NA
Tub.83-k141_450803_16-7..78	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_450803_16	peptide	undefined	0.067827506	52.1	73	78.2	2.47e-19	1	NA
Tub.12-k141_503404_1-4..227	Tub.12	Potential	MTRA	4	227	k141_503404_1	aminoglycoside	undefined	0.591164137	70.5	224	329	4.62e-116	1	NA
Tub.12-k141_503404_1-4..227	Tub.12	Potential_loser	MTRA	4	227	k141_503404_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.261294015	70.5	224	329	4.62e-116	1	NA
Tub.59-k141_572195_23-26..279	Tub.59	Potential	FEZ-1	26	279	k141_572195_23	aminoglycoside	undefined	0.338499206	54.9	255	298	6.11e-102	1	NA
Tub.59-k141_572195_23-26..279	Tub.59	Potential_loser	FEZ-1	26	279	k141_572195_23	multidrug	undefined	0.187159136	54.9	255	298	6.11e-102	1	NA
Tub.104-k141_41216_11-1..106	Tub.104	Potential	RBPA	1	106	k141_41216_11	peptide	undefined	0.25526295	53.3	107	119	1.47e-36	1	NA
Tub.104-k141_41216_11-1..106	Tub.104	Potential_loser	RBPA	1	106	k141_41216_11	multidrug	undefined	0.22480096	53.3	107	119	1.47e-36	1	NA
Tub.85-k141_207553_3-22..214	Tub.85	Probable	VATF	22	214	k141_207553_3	MLS	AAF63432|FEATURES|vatF|MLS|vatF	1	61.7	193	251	4.99e-86	1	NA
Tub.82-k141_65832_1-6..261	Tub.82	Probable	BACA	6	261	k141_65832_1	bacitracin	YP_002890644|FEATURES|bacA|bacitracin|bacA	0.97168298	64.5	256	332	4.94e-116	1	NA
Tub.16-k141_289579_22-17..133	Tub.16	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	17	133	k141_289579_22	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.995804728	59.8	117	157	5.15e-49	1	NA
Tub.18-k141_103579_2-14..105	Tub.18	Potential	RBPA	14	105	k141_103579_2	peptide	undefined	0.248371159	51.6	93	93.6	2.43e-26	1	NA
Tub.18-k141_103579_2-14..105	Tub.18	Potential_loser	RBPA	14	105	k141_103579_2	multidrug	undefined	0.222688992	51.6	93	93.6	2.43e-26	1	NA
Tub.26-k141_617830_7-1..367	Tub.26	Potential	MEXJ	1	367	k141_617830_7	triclosan	undefined	0.537988922	67.8	367	470	1.08e-166	1	NA
Tub.26-k141_617830_7-1..367	Tub.26	Potential_loser	MEXJ	1	367	k141_617830_7	multidrug	NP_252367.1|FEATURES|MexJ|multidrug|MexJ	0.155124356	67.8	367	470	1.08e-166	1	NA
Tub.26-k141_658723_1-4..118	Tub.26	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_658723_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.324624176	50.9	116	120	1.31e-36	1	NA
Tub.26-k141_658723_1-4..118	Tub.26	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_658723_1	aminoglycoside	undefined	0.295360853	50.9	116	120	1.31e-36	1	NA
Tub.104-k141_552186_2-1..224	Tub.104	Potential	MTRA	1	224	k141_552186_2	aminoglycoside	undefined	0.428780557	50.2	229	209	1.17e-68	1	NA
Tub.104-k141_552186_2-1..224	Tub.104	Potential_loser	MTRA	1	224	k141_552186_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.275958852	50.2	229	209	1.17e-68	1	NA
Tub.59-k141_532313_1-1..161	Tub.59	Potential	CAMP-REGULATORY_PROTEIN	1	161	k141_532313_1	unclassified	gi:899812464:emb:CQH53126.1:|FEATURES|cAMP-regulatory_protein|unclassified|cAMP-regulatory_protein	0.416793087	55.9	161	201	1.59e-67	1	NA
Tub.59-k141_532313_1-1..161	Tub.59	Potential_loser	CAMP-REGULATORY_PROTEIN	1	161	k141_532313_1	aminoglycoside	undefined	0.178311629	55.9	161	201	1.59e-67	1	NA
Tub.16-k141_496296_1-8..136	Tub.16	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	8	136	k141_496296_1	rifamycin	AL939114.1.orf1.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.99555463	69	129	187	9.07e-63	1	NA
Tub.51-k141_250753_2-1..1049	Tub.51	Probable	OQXB	1	1049	k141_250753_2	multidrug	YP_001693238|FEATURES|oqxB|multidrug|oqxB	0.999520175	69.7	1054	1415	0	1	fluoroquinolone antibiotic; tetracycline antibiotic
Tub.82-k141_162420_2-5..80	Tub.82	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	80	k141_162420_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.831541909	50	76	69.3	4.66e-16	1	NA
Tub.82-k141_162420_2-5..80	Tub.82	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	80	k141_162420_2	peptide	undefined	0.085102209	50	76	69.3	4.66e-16	1	NA
Tub.51-k141_99819_1-3..128	Tub.51	Probable	GOLS	3	128	k141_99819_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.996410598	55.6	126	139	1.31e-43	1	NA
Tub.4-k141_748961_3-31..294	Tub.4	Potential	AIM-1	31	294	k141_748961_3	peptide	undefined	0.262953378	50.6	265	251	3.59e-83	1	NA
Tub.4-k141_748961_3-31..294	Tub.4	Potential_loser	AIM-1	31	294	k141_748961_3	aminoglycoside	undefined	0.226078247	50.6	265	251	3.59e-83	1	NA
Tub.105-k141_520638_3-1..222	Tub.105	Probable	VANR	1	222	k141_520638_3	glycopeptide	gi:938897327:ref:WP_054681472.1:|FEATURES|vanR|glycopeptide|vanR	0.999979925	53.2	222	228	3.15e-76	1	NA
Tub.31-k141_349312_1-3..319	Tub.31	Potential	EMRA	3	319	k141_349312_1	multidrug	gi:838616135:gb:KLW00339.1:|FEATURES|emrA|multidrug|emrA	0.329096603	50.2	331	296	5.75e-98	1	NA
Tub.31-k141_349312_1-3..319	Tub.31	Potential_loser	EMRA	3	319	k141_349312_1	peptide	undefined	0.171952757	50.2	331	296	5.75e-98	1	NA
Tub.13-k141_306115_1-28..150	Tub.13	Probable	AAC(6')-I	28	150	k141_306115_1	aminoglycoside	AB116646.1.gene1.p01|FEATURES|aac(6')-I|aminoglycoside|aac(6')-I	0.993578869	50.7	134	127	4.42e-39	1	NA
Tub.34-k141_488266_1-1..105	Tub.34	Potential	RBPA	1	105	k141_488266_1	peptide	undefined	0.25847199	60.4	106	121	5.12e-36	1	NA
Tub.34-k141_488266_1-1..105	Tub.34	Potential_loser	RBPA	1	105	k141_488266_1	multidrug	undefined	0.225418664	60.4	106	121	5.12e-36	1	NA
Tub.31-k141_639267_5-13..233	Tub.31	Probable	BAER	13	233	k141_639267_5	multidrug	YP_490321.1|FEATURES|baeR|multidrug|baeR	0.999990603	52.3	222	222	1.11e-73	1	NA
Tub.31-k141_194043_119-1..1035	Tub.31	Probable	ACRB	1	1035	k141_194043_119	multidrug	gi:808681235:emb:CQR78405.1:|FEATURES|acrB|multidrug|acrB	0.900857488	53	1043	1016	0	1	NA
Tub.4-k141_757580_1-1..147	Tub.4	Probable	GOLS	1	147	k141_757580_1	multidrug	NP_459349.1|FEATURES|golS|multidrug|golS	0.997018987	51.7	147	138	1.79e-42	1	NA
Tub.12-k141_174987_2-23..308	Tub.12	Potential	OLEC	23	308	k141_174987_2	tetracycline	undefined	0.882386364	53.7	287	288	4.35e-97	1	NA
Tub.12-k141_174987_2-23..308	Tub.12	Potential_loser	OLEC	23	308	k141_174987_2	MLS	AAA26793|FEATURES|oleC|MLS|oleC	0.071579928	53.7	287	288	4.35e-97	1	NA
Tub.16-k141_399937_1-26..131	Tub.16	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	26	131	k141_399937_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.302939698	50.5	107	113	3.90e-33	1	NA
Tub.16-k141_399937_1-26..131	Tub.16	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	26	131	k141_399937_1	aminoglycoside	undefined	0.301659308	50.5	107	113	3.90e-33	1	NA
Tub.31-k141_387734_1-1..80	Tub.31	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	80	k141_387734_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.82094036	50	80	74.3	2.13e-18	1	NA
Tub.31-k141_387734_1-1..80	Tub.31	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	1	80	k141_387734_1	peptide	undefined	0.089967142	50	80	74.3	2.13e-18	1	NA
Tub.104-k141_25783_2-3..78	Tub.104	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	k141_25783_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.868633167	50	76	67.4	3.22e-15	1	NA
Tub.104-k141_25783_2-3..78	Tub.104	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	78	k141_25783_2	peptide	undefined	0.067588455	50	76	67.4	3.22e-15	1	NA
Tub.59-k141_26876_2-4..118	Tub.59	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_26876_2	aminoglycoside	undefined	0.306417206	50.4	115	117	8.30e-34	1	NA
Tub.59-k141_26876_2-4..118	Tub.59	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_26876_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.281812556	50.4	115	117	8.30e-34	1	NA
Tub.4-k141_690220_1-31..224	Tub.4	Potential	BACA	31	224	k141_690220_1	peptide	undefined	0.225384923	50	194	166	4.85e-52	1	NA
Tub.4-k141_690220_1-31..224	Tub.4	Potential_loser	BACA	31	224	k141_690220_1	multidrug	undefined	0.223727681	50	194	166	4.85e-52	1	NA
Tub.11-k141_46180_1-7..78	Tub.11	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_46180_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.879856991	52.1	73	77.8	1.13e-19	1	NA
Tub.11-k141_46180_1-7..78	Tub.11	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	7	78	k141_46180_1	peptide	undefined	0.062135951	52.1	73	77.8	1.13e-19	1	NA
Tub.31-k141_331392_2-15..271	Tub.31	Probable	AAC(3)-IIIA	15	271	k141_331392_2	aminoglycoside	L06161.1.gene1.p01|FEATURES|aac(3)-IIIa|aminoglycoside|aac(3)-IIIa	0.874866716	65.4	257	337	7.56e-118	1	NA
Tub.31-k141_331392_2-15..271	Tub.31	Potential_loser	AAC(3)-IIIA	15	271	k141_331392_2	peptide	undefined	0.0407747	65.4	257	337	7.56e-118	1	NA
Tub.31-k141_43774_3-1..119	Tub.31	Probable	BRP(MBL)	1	119	k141_43774_3	glycopeptide	YP_007652797.1|FEATURES|BRP(MBL)|glycopeptide|BRP(MBL)	0.993726499	61.3	119	160	1.48e-52	1	NA
Tub.105-k141_438253_2-1..220	Tub.105	Probable	VANR	1	220	k141_438253_2	glycopeptide	gi:943675889:ref:WP_055502070.1:|FEATURES|vanR|glycopeptide|vanR	0.99982608	50.9	220	216	1.51e-71	1	NA
Tub.59-k141_192665_5-4..119	Tub.59	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	119	k141_192665_5	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.309517929	53.8	117	127	6.71e-38	1	NA
Tub.59-k141_192665_5-4..119	Tub.59	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	119	k141_192665_5	aminoglycoside	undefined	0.299864296	53.8	117	127	6.71e-38	1	NA
Tub.51-k141_297311_2-19..356	Tub.51	Probable	EMRA	19	356	k141_297311_2	multidrug	gi:797196726:ref:WP_045857723.1:|FEATURES|emrA|multidrug|emrA	0.944834251	50.6	338	305	1.07e-101	1	NA
Tub.31-k141_225682_5-11..548	Tub.31	Probable	ROSB	11	548	k141_225682_5	fosmidomycin	gi:1001786599:ref:WP_061324791.1:|FEATURES|rosB|fosmidomycin|rosB	0.999896321	53.7	549	535	1.67e-186	1	NA
Tub.59-k141_166657_2-5..80	Tub.59	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	80	k141_166657_2	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.844237976	50	76	79.3	1.52e-20	1	NA
Tub.59-k141_166657_2-5..80	Tub.59	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	5	80	k141_166657_2	peptide	undefined	0.079195923	50	76	79.3	1.52e-20	1	NA
Tub.70-k141_222747_1-8..81	Tub.70	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_222747_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.890519008	50	74	74.3	2.18e-18	1	NA
Tub.70-k141_222747_1-8..81	Tub.70	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	8	81	k141_222747_1	peptide	undefined	0.056892706	50	74	74.3	2.18e-18	1	NA
Tub.85-k141_113694_9-3..130	Tub.85	Potential	DFRA3	3	130	k141_113694_9	peptide	undefined	0.300650896	58	131	152	5.09e-48	1	NA
Tub.85-k141_113694_9-3..130	Tub.85	Potential_loser	DFRA3	3	130	k141_113694_9	aminoglycoside	undefined	0.18938683	58	131	152	5.09e-48	1	NA
Tub.31-k141_164839_5-7..520	Tub.31	Probable	EMRB-QACA_FAMILY_MAJOR_FACILITATOR_TRANSPORTER	7	520	k141_164839_5	multidrug	EU408347.1.gene6.p01|FEATURES|EmrB-QacA_family_major_facilitator_transporter|multidrug|EmrB-QacA_family_major_facilitator_transporter	0.990965784	57.4	516	607	2.70e-216	1	NA
Tub.59-k141_421493_1-28..157	Tub.59	Potential	DFRA3	28	157	k141_421493_1	peptide	undefined	0.285201083	51.5	130	125	4.29e-38	1	NA
Tub.59-k141_421493_1-28..157	Tub.59	Potential_loser	DFRA3	28	157	k141_421493_1	aminoglycoside	undefined	0.199926638	51.5	130	125	4.29e-38	1	NA
Tub.85-k141_428398_2-9..261	Tub.85	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	261	k141_428398_2	aminoglycoside	Q7N8V7|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.898293202	50.6	253	249	1.12e-82	1	NA
Tub.85-k141_428398_2-9..261	Tub.85	Potential_loser	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	261	k141_428398_2	multidrug	undefined	0.035696297	50.6	253	249	1.12e-82	1	NA
Tub.58-k141_15270_1-32..268	Tub.58	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	32	268	k141_15270_1	aminoglycoside	A7FMC1|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.999999183	51.5	241	217	4.68e-71	1	NA
Tub.58-k141_564755_1-1..379	Tub.58	Potential	MEXP	1	379	k141_564755_1	multidrug	BAE06007.1|FEATURES|mexP|multidrug|mexP	0.291178406	68.8	382	489	2.06e-174	1	NA
Tub.58-k141_564755_1-1..379	Tub.58	Potential_loser	MEXP	1	379	k141_564755_1	aminoglycoside	undefined	0.211709227	68.8	382	489	2.06e-174	1	NA
Tub.104-k141_542108_2-11..317	Tub.104	Probable	TETA(48)	11	317	k141_542108_2	tetracycline	APB03214.1|FEATURES|tetA(48)|tetracycline|tetA(48)	0.99655237	53.9	308	313	9.39e-107	1	NA
Tub.88-k141_61129_1-9..261	Tub.88	Probable	KASUGAMYCIN_RESISTANCE_PROTEIN_KSGA	9	261	k141_61129_1	aminoglycoside	A7FMC1|FEATURES|kasugamycin_resistance_protein_ksgA|aminoglycoside|kasugamycin_resistance_protein_ksgA	0.900434589	52.2	253	250	1.07e-83	1	NA
Tub.105-k141_187285_1-6..143	Tub.105	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	6	143	k141_187285_1	rifamycin	AF001493.1.orf0.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.999815659	75.4	138	221	3.31e-76	1	NA
Tub.30-k141_403798_1-13..177	Tub.30	Probable	AAC(6')-31	13	177	k141_403798_1	aminoglycoside	gi:950228232:ref:WP_057272322.1:|FEATURES|aac(6')-31|aminoglycoside|aac(6')-31	0.999997748	52.4	166	183	6.45e-60	1	NA
Tub.30-k141_335554_1-1..114	Tub.30	Potential	ADP-RIBOSYLATING_TRANSFERASE_ARR	1	114	k141_335554_1	multidrug	undefined	0.335500282	77.2	114	192	2.99e-65	1	NA
Tub.30-k141_335554_1-1..114	Tub.30	Potential_loser	ADP-RIBOSYLATING_TRANSFERASE_ARR	1	114	k141_335554_1	peptide	undefined	0.214461022	77.2	114	192	2.99e-65	1	NA
Tub.82-k141_315491_4-3..1025	Tub.82	Potential	MEXK	3	1025	k141_315491_4	triclosan	undefined	0.781214286	50.6	1043	966	0	1	NA
Tub.82-k141_315491_4-3..1025	Tub.82	Potential_loser	MEXK	3	1025	k141_315491_4	multidrug	AAG07064.1|FEATURES|MexK|multidrug|MexK	0.084463705	50.6	1043	966	0	1	NA
Tub.83-k141_100981_1-4..118	Tub.83	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_100981_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.327919142	51.7	116	123	3.02e-36	1	NA
Tub.83-k141_100981_1-4..118	Tub.83	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	118	k141_100981_1	aminoglycoside	undefined	0.29434843	51.7	116	123	3.02e-36	1	NA
Tub.34-k141_677228_2-2..226	Tub.34	Potential	MTRA	2	226	k141_677228_2	aminoglycoside	undefined	0.579935942	72.9	225	334	1.15e-117	1	NA
Tub.34-k141_677228_2-2..226	Tub.34	Potential_loser	MTRA	2	226	k141_677228_2	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.26326885	72.9	225	334	1.15e-117	1	NA
Tub.12-k141_253956_4-15..271	Tub.12	Probable	APH(3')-I	15	271	k141_253956_4	aminoglycoside	YP_112402|FEATURES|aph(3')-I|aminoglycoside|aph(3')-I	0.999999871	60.3	257	330	4.41e-115	1	NA
Tub.34-k141_573035_1-36..227	Tub.34	Potential	MTRA	36	227	k141_573035_1	aminoglycoside	undefined	0.449248735	55.4	193	207	3.94e-68	1	NA
Tub.34-k141_573035_1-36..227	Tub.34	Potential_loser	MTRA	36	227	k141_573035_1	multidrug	CCP46065.1|FEATURES|mtrA|multidrug|mtrA	0.275780744	55.4	193	207	3.94e-68	1	NA
Tub.58-k141_533320_1-1..238	Tub.58	Potential	BACA	1	238	k141_533320_1	peptide	undefined	0.268586323	53.7	242	218	1.20e-71	1	NA
Tub.58-k141_533320_1-1..238	Tub.58	Potential_loser	BACA	1	238	k141_533320_1	multidrug	undefined	0.223491569	53.7	242	218	1.20e-71	1	NA
Tub.94-k141_260286_1-3..121	Tub.94	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_260286_1	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.321168113	50.4	119	117	1.55e-33	1	NA
Tub.94-k141_260286_1-3..121	Tub.94	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	121	k141_260286_1	aminoglycoside	undefined	0.296449023	50.4	119	117	1.55e-33	1	NA
Tub.4-k141_9518_1-19..152	Tub.4	Probable	AAC(3)-I	19	152	k141_9518_1	aminoglycoside	AJ511268.1.gene3.p01|FEATURES|aac(3)-I|aminoglycoside|aac(3)-I	0.999957886	56.7	134	148	2.87e-47	1	NA
Tub.4-k141_627454_1-21..160	Tub.4	Potential	DFRA3	21	160	k141_627454_1	peptide	undefined	0.287806539	51	143	130	3.38e-40	1	NA
Tub.4-k141_627454_1-21..160	Tub.4	Potential_loser	DFRA3	21	160	k141_627454_1	aminoglycoside	undefined	0.198738692	51	143	130	3.38e-40	1	NA
Tub.30-k141_572324_8-7..1011	Tub.30	Potential	MDTC	7	1011	k141_572324_8	multidrug	CP001918.1.gene3441.p01|FEATURES|mdtC|multidrug|mdtC	0.56753556	55.5	1008	1039	0	1	NA
Tub.30-k141_572324_8-7..1011	Tub.30	Potential_loser	MDTC	7	1011	k141_572324_8	aminocoumarin	CP001918.1.gene3441.p01|FEATURES|mdtC|multidrug|mdtC	0.423478806	55.5	1008	1039	0	1	NA
Tub.59-k141_407085_4-26..1153	Tub.59	Probable	RPOB2	26	1153	k141_407085_4	multidrug	BAD59497.1|FEATURES|rpoB2|multidrug|rpoB2	0.994730075	55.1	1215	1216	0	1	NA
Tub.10-k141_374049_1-1..193	Tub.10	Potential	PEDO-3	1	193	k141_374049_1	aminoglycoside	undefined	0.291197794	52.6	196	212	3.62e-70	1	NA
Tub.10-k141_374049_1-1..193	Tub.10	Potential_loser	PEDO-3	1	193	k141_374049_1	peptide	undefined	0.23592347	52.6	196	212	3.62e-70	1	NA
Tub.88-k141_92027_2-1..136	Tub.88	Probable	ADP-RIBOSYLATING_TRANSFERASE_ARR	1	136	k141_92027_2	rifamycin	AL939114.1.orf1.gene.p01|FEATURES|ADP-ribosylating_transferase_arr|rifamycin|ADP-ribosylating_transferase_arr	0.951531914	80.9	136	230	6.18e-80	1	NA
Tub.31-k141_276750_7-6..363	Tub.31	Potential	EMRA	6	363	k141_276750_7	multidrug	gi:491019306:ref:WP_004881012.1:|FEATURES|emrA|multidrug|emrA	0.448720361	50.3	358	307	1.48e-102	1	NA
Tub.31-k141_276750_7-6..363	Tub.31	Potential_loser	EMRA	6	363	k141_276750_7	peptide	undefined	0.119553487	50.3	358	307	1.48e-102	1	NA
Tub.105-k141_563913_2-3..120	Tub.105	Potential	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	120	k141_563913_2	unclassified	NC_002745.1124086.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.31945321	50.4	119	108	1.09e-30	1	NA
Tub.105-k141_563913_2-3..120	Tub.105	Potential_loser	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	3	120	k141_563913_2	aminoglycoside	undefined	0.296975876	50.4	119	108	1.09e-30	1	NA
Tub.58-k141_259866_5-1..277	Tub.58	Probable	BACA	1	277	k141_259866_5	bacitracin	YP_981592|FEATURES|bacA|bacitracin|bacA	0.993982757	91.3	277	496	2.53e-180	1	NA
Tub.26-k141_438767_3-1..304	Tub.26	Probable	MEXT	1	304	k141_438767_3	multidrug	gi:751314291:ref:WP_041021175.1:|FEATURES|mexT|multidrug|mexT	0.99998943	94.4	304	561	8.57e-205	1	NA
Tub.85-k141_519801_1-4..81	Tub.85	Probable	TRUNCATED_PUTATIVE_RESPONSE_REGULATOR_ARLR	4	81	k141_519801_1	unclassified	NC_002745.3251084.p01|FEATURES|truncated_putative_response_regulator_ArlR|unclassified|truncated_putative_response_regulator_ArlR	0.884977416	52.6	78	81.3	2.35e-22	1	NA
